Mod:Item:MetaData, Localized Name
harvestcraft:apricotglazedporkItem, Apricot Glazed Pork
harvestcraft:apricotjellyItem, Apricot Jelly
harvestcraft:apricotjellysandwichItem, Apricot Jelly Sandwich
harvestcraft:apricotsmoothieItem, Apricot Smoothie
harvestcraft:figbarItem, Fig Bar
harvestcraft:figjellyItem, Fig Jelly
harvestcraft:figjellysandwichItem, Fig Jelly Sandwich
harvestcraft:figsmoothieItem, Fig Smoothie
harvestcraft:figyogurtItem, Fig Yogurt
harvestcraft:figjuiceItem, Fig Juice
harvestcraft:grapefruitjuiceItem, Grapfruit Juice
harvestcraft:grapefruitjellyItem, Grapefruit Jelly
harvestcraft:grapefruitjellysandwichItem, Grapefruit Jelly Sandwich
harvestcraft:grapefruitsmoothieItem, Grapefruit Smoothie
harvestcraft:grapefruityogurtItem, Grapefruit Yogurt
harvestcraft:grapefruitsodaItem, Grapefruit Soda
harvestcraft:citrussaladItem, Citrus Salad
harvestcraft:pecanpieItem, Pecan Pie
harvestcraft:pralinesItem, Pralines
harvestcraft:persimmonjuiceItem, Persimmon Juice
harvestcraft:persimmonyogurtItem, Persimmon Yogurt
harvestcraft:persimmonsmoothieItem, Persimmon Smoothie
harvestcraft:persimmonjellyItem, Persimmon Jelly
harvestcraft:persimmonjellysandwichItem, Persimmon Jelly Sandwich
harvestcraft:pistachiobakedsalmonItem, Pistachio Baked Salmon
harvestcraft:baconwrappeddatesItem, Bacon Wrapped Dates
harvestcraft:datenutbreadItem, Date Nut Bread
harvestcraft:maplesyruppancakesItem, Maple Syrup Pancakes
harvestcraft:maplesyrupwafflesItem, Maple Syrup Waffles
harvestcraft:maplesausageItem, Maple Sausage
harvestcraft:mapleoatmealItem, Maple Oatmeal
harvestcraft:peachesandcreamoatmealItem, Peaches and Cream Oatmeal
harvestcraft:cinnamonappleoatmealItem, Cinnamon Apple Oatmeal
harvestcraft:maplecandiedbaconItem, Maple Candied Bacon
harvestcraft:toastsandwichItem, Toast Sandwich
harvestcraft:potatoandcheesepirogiItem, Potato and Cheese Pirogi
harvestcraft:zeppoleItem, Zeppole
harvestcraft:sausageinbreadItem, Sausage in Bread
harvestcraft:chocolatecaramelfudgeItem, Chocolate Caramel Fudge
harvestcraft:lavendershortbreadItem, Lavender Shortbread
harvestcraft:beefwellingtonItem, Beef Wellington
harvestcraft:epicbaconItem, Epic Bacon
harvestcraft:manjuuItem, Manjuu
harvestcraft:chickengumboItem, Chicken Gumbo
harvestcraft:generaltsochickenItem, General Tso's Chicken
harvestcraft:californiarollItem, California Roll
harvestcraft:futomakiItem, Futo Maki
harvestcraft:beansontoastItem, Beans on Toast
harvestcraft:vegemiteItem, Vegemite
harvestcraft:honeycombchocolatebarItem, Honeycomb Chocolate Bar
harvestcraft:cherrycoconutchocolatebarItem, Cherry Coconut Chocolate Bar
harvestcraft:fairybreadItem, Fairy Bread
harvestcraft:lamingtonItem, Lamington
harvestcraft:timtamItem, Tim Tam
harvestcraft:meatpieItem, Meat Pie
harvestcraft:chikorollItem, Chiko Roll
harvestcraft:damperItem, Damper
harvestcraft:beetburgerItem, Beet Burger
harvestcraft:pavlovaItem, Pavlova
harvestcraft:gherkinItem, Gherkin
harvestcraft:mcpamItem, McPam
harvestcraft:ceasarsaladItem, Ceasar Salad
harvestcraft:chaoscookieItem, Chaos Cookie
harvestcraft:chocolatebaconItem, Chocolate Bacon
harvestcraft:lambkebabItem, Lamb Kebab
harvestcraft:nutellaItem, Nutella
harvestcraft:snickersbarItem, Snickers Bar
harvestcraft:spinachpieItem, Spinach Pie
harvestcraft:steamedspinachItem, Steamed Spinach
harvestcraft:vegemiteontoastItem, Vegemite on Toast
harvestcraft:anchovyrawItem, Raw Anchovy
harvestcraft:bassrawItem, Raw Bass
harvestcraft:carprawItem, Raw Carp
harvestcraft:catfishrawItem, Raw Catfish
harvestcraft:charrrawItem, Raw Charr
harvestcraft:clamrawItem, Raw Clam
harvestcraft:crabrawItem, Raw Crab
harvestcraft:crayfishrawItem, Raw Crayfish
harvestcraft:eelrawItem, Raw Eel
harvestcraft:frograwItem, Raw Frog
harvestcraft:grouperrawItem, Raw Grouper
harvestcraft:herringrawItem, Raw Herring
harvestcraft:jellyfishrawItem, Raw Jellyfish
harvestcraft:mudfishrawItem, Raw Mudfish
harvestcraft:octopusrawItem, Raw Octopus
harvestcraft:perchrawItem, Raw Perch
harvestcraft:scalloprawItem, Raw Scallop
harvestcraft:shrimprawItem, Raw Shrimp
harvestcraft:snailrawItem, Raw Snail
harvestcraft:snapperrawItem, Raw Snapper
harvestcraft:tilapiarawItem, Raw Tilapia
harvestcraft:troutrawItem, Raw Trout
harvestcraft:tunarawItem, Raw Tuna
harvestcraft:turtlerawItem, Raw Turtle
harvestcraft:walleyerawItem, Raw Walleye
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:clamcookedItem, Cooked Clam
harvestcraft:crabcookedItem, Cooked Crab
harvestcraft:crayfishcookedItem, Cooked Crayfish
harvestcraft:frogcookedItem, Cooked Frog Legs
harvestcraft:octopuscookedItem, Cooked Octopus
harvestcraft:scallopcookedItem, Cooked Scallop
harvestcraft:shrimpcookedItem, Cooked Shrimp
harvestcraft:snailcookedItem, Cooked Snail
harvestcraft:turtlecookedItem, Cooked Turtle
harvestcraft:appleciderItem, Apple Cider
harvestcraft:bangersandmashItem, Bangers and Mash
harvestcraft:batteredsausageItem, Battered Sausage
harvestcraft:batterItem, Batter
harvestcraft:chorizoItem, Chorizo
harvestcraft:coleslawItem, Coleslaw
harvestcraft:energydrinkItem, Energy Drink
harvestcraft:friedonionsItem, Fried Onions
harvestcraft:meatfeastpizzaItem, Meat Feast Pizza
harvestcraft:mincepieItem, Mince Pie
harvestcraft:onionhamburgerItem, Onion Hamburger
harvestcraft:pepperoniItem, Pepperoni
harvestcraft:pickledonionsItem, Pickled Onions
harvestcraft:porksausageItem, Pork Sausage
harvestcraft:raspberrytrifleItem, Raspberry Trifle
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheesecake
harvestcraft:pumpkinmuffinItem, Pumpkin Muffin
harvestcraft:suaderoItem, Suadero
harvestcraft:randomtacoItem, Random Taco
harvestcraft:turkeyrawItem, Raw Turkey
harvestcraft:turkeycookedItem, Cooked Turkey
harvestcraft:rabbitrawItem, Raw Rabbit
harvestcraft:rabbitcookedItem, Cooked Rabbit
harvestcraft:venisonrawItem, Raw Venison
harvestcraft:venisoncookedItem, Cooked Venison
harvestcraft:strawberrymilkshakeItem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeItem, Chocolate Milkshake
harvestcraft:bananamilkshakeItem, Banana Milkeshake
harvestcraft:cornflakesItem, Cornflakes
harvestcraft:coleslawburgerItem, Coleslaw Burger
harvestcraft:roastchickenItem, Roast Chicken
harvestcraft:roastpotatoesItem, Roast Potatoes
harvestcraft:sundayroastItem, Sunday Roast
harvestcraft:bbqpulledporkItem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceItem, Lamb with Mint Sauce
harvestcraft:steakandchipsItem, Steak and Chips
harvestcraft:cherryicecreamItem, Cherry Ice Cream
harvestcraft:pistachioicecreamItem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamItem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamItem, Spumoni Ice Cream
harvestcraft:almondbutterItem, Almond Butter
harvestcraft:cashewbutterItem, Cashew Butter
harvestcraft:chestnutbutterItem, Chestnut Butter
harvestcraft:cornishpastyItem, Cornish Pasty
harvestcraft:cottagepieItem, Cottage Pie
harvestcraft:croissantItem, Croissant
harvestcraft:currypowderItem, Curry Powder
harvestcraft:dimsumItem, Dim Sum
harvestcraft:friedpecanokraItem, Fried Pecan Okra
harvestcraft:gooseberryjellyItem, Gooseberry Jelly
harvestcraft:gooseberryjellysandwichItem, Gooseberry Jelly Sandwich
harvestcraft:gooseberrymilkshakeItem, Gooseberry Milkshake
harvestcraft:gooseberrypieItem, Gooseberry Pie
harvestcraft:gooseberrysmoothieItem, Gooseberry Smoothie
harvestcraft:gooseberryyogurtItem, Gooseberry Yogurt
harvestcraft:greenheartfishItem, Green Heart Fish
harvestcraft:hamsweetpicklesandwichItem, Ham & Sweet Pickle Sandwich
harvestcraft:hushpuppiesItem, Hushpuppies
harvestcraft:kimchiItem, Kimchi
harvestcraft:mochiItem, Mochi
harvestcraft:museliItem, Museli
harvestcraft:naanItem, Naan
harvestcraft:okrachipsItem, Okra Chips
harvestcraft:okracreoleItem, Okra Creole
harvestcraft:pistachiobutterItem, Pistachio Butter
harvestcraft:ploughmanslunchItem, Ploughman's Lunch
harvestcraft:porklomeinItem, Pork Lo Mein
harvestcraft:salmonpattiesItem, Salmon Patties
harvestcraft:sausageItem, Sausage
harvestcraft:sausagerollItem, Sausage Roll
harvestcraft:sesameballItem, Sesame Ball
harvestcraft:sesamesnapsItem, Sesame Snaps
harvestcraft:shrimpokrahushpuppiesItem, Shrimp Pork Okra Hushpuppies
harvestcraft:soysauceItem, Soy Sauce
harvestcraft:sweetpickleItem, Sweet Pickle
harvestcraft:veggiestripsItem, Veggie Strips
harvestcraft:vindalooItem, Vindaloo
harvestcraft:applesmoothieItem, Apple Smoothie
harvestcraft:coconutsmoothieItem, Coconut Smoothie
harvestcraft:cranberrysmoothieItem, Cranberry Smoothie
harvestcraft:cranberryyogurtItem, Cranberry Yogurt
harvestcraft:grapesmoothieItem, Grape Smoothie
harvestcraft:pearsmoothieItem, Pear Smoothie
harvestcraft:pearjellyItem, Pear Jelly
harvestcraft:pearjellysandwichItem, Pear Jelly Sandwich
harvestcraft:plumsmoothieItem, Plum Smoothie
harvestcraft:plumjellyItem, Plum Jelly
harvestcraft:plumjellysandwichItem, Plum Jelly Sandwich
harvestcraft:honeysandwichItem, Honey Sandwich
harvestcraft:cheeseontoastItem, Cheese on Toast
harvestcraft:tunapotatoItem, Tuna Potato
harvestcraft:chocolaterollItem, Chocolate Roll
harvestcraft:jamrollItem, Jam Roll
harvestcraft:coconutcreamItem, Coconut Cream
harvestcraft:crackerItem, Cracker
harvestcraft:garammasalaItem, Garam Masala
harvestcraft:paneerItem, Paneer
harvestcraft:deluxechickencurryItem, Deluxe Chicken Curry
harvestcraft:gravyItem, Gravy
harvestcraft:mangochutneyItem, Mango Chutney
harvestcraft:marzipanItem, Marzipan
harvestcraft:paneertikkamasalaItem, Paneer Tikka Masala
harvestcraft:peaandhamsoupItem, Pea and Ham Soup
harvestcraft:potatoandleeksoupItem, Potato and Leek Soup
harvestcraft:yorkshirepuddingItem, Yorkshire Pudding
harvestcraft:toadintheholeItem, Toad in the Hole
ExtraTiC:funStuffIngot:0, Fairy Ingot
ExtraTiC:funStuffIngot:1, Pokefennium Ingot
ExtraTiC:funStuffIngot:2, RedAurum Ingot
ExtraTiC:drulloyIngot:0, Drulloy Ingot
ExtraTiC:arrowhead:134, Bloodwood Arrowhead
ExtraTiC:arrowhead:135, Darkwood Arrowhead
ExtraTiC:arrowhead:136, Fusewood Arrowhead
ExtraTiC:arrowhead:137, Ghostwood Arrowhead
ExtraTiC:arrowhead:138, Nether Quartz Arrowhead
ExtraTiC:arrowhead:139, Refined Glowstone Arrowhead
ExtraTiC:arrowhead:140, Osmium Arrowhead
ExtraTiC:arrowhead:141, Pokefennium Arrowhead
ExtraTiC:arrowhead:142, Fairy Arrowhead
ExtraTiC:arrowhead:143, Certus Quartz Arrowhead
ExtraTiC:arrowhead:2000, Constantan Arrowhead
ExtraTiC:arrowhead:145, Manasteel Arrowhead
ExtraTiC:arrowhead:146, Terrasteel Arrowhead
ExtraTiC:arrowhead:147, Elementium Arrowhead
ExtraTiC:arrowhead:160, Fiery Arrowhead
ExtraTiC:arrowhead:161, Ironwood Arrowhead
ExtraTiC:arrowhead:162, KnightMetal Arrowhead
ExtraTiC:arrowhead:163, Steelleaf Arrowhead
ExtraTiC:arrowhead:164, Amethyst Arrowhead
ExtraTiC:arrowhead:165, Peridot Arrowhead
ExtraTiC:arrowhead:166, Ruby Arrowhead
ExtraTiC:arrowhead:167, Sapphire Arrowhead
ExtraTiC:arrowhead:171, Dark Steel Arrowhead
ExtraTiC:arrowhead:172, Void Metal Arrowhead
ExtraTiC:arrowhead:173, RedAurum Arrowhead
ExtraTiC:arrowhead:180, Glue Arrowhead
ExtraTiC:arrowhead:181, Yellorium Arrowhead
ExtraTiC:arrowhead:182, Cyanite Arrowhead
ExtraTiC:arrowhead:183, Blutonium Arrowhead
ExtraTiC:arrowhead:184, Ludicrite Arrowhead
ExtraTiC:arrowhead:185, Bedrockium Arrowhead
ExtraTiC:arrowhead:186, Tear Jerker Arrowhead
ExtraTiC:arrowhead:189, Enderium Arrowhead
ExtraTiC:arrowhead:126, Mithril Arrowhead
ExtraTiC:arrowhead:190, Signalum Arrowhead
ExtraTiC:arrowhead:191, Lumium Arrowhead
ExtraTiC:axeHead:134, Bloodwood Axe Head
ExtraTiC:axeHead:135, Darkwood Axe Head
ExtraTiC:axeHead:136, Fusewood Axe Head
ExtraTiC:axeHead:137, Ghostwood Axe Head
ExtraTiC:axeHead:138, Nether Quartz Axe Head
ExtraTiC:axeHead:139, Refined Glowstone Axe Head
ExtraTiC:axeHead:140, Osmium Axe Head
ExtraTiC:axeHead:141, Pokefennium Axe Head
ExtraTiC:axeHead:142, Fairy Axe Head
ExtraTiC:axeHead:143, Certus Quartz Axe Head
ExtraTiC:axeHead:2000, Constantan Axe Head
ExtraTiC:axeHead:145, Manasteel Axe Head
ExtraTiC:axeHead:146, Terrasteel Axe Head
ExtraTiC:axeHead:147, Elementium Axe Head
ExtraTiC:axeHead:160, Fiery Axe Head
ExtraTiC:axeHead:161, Ironwood Axe Head
ExtraTiC:axeHead:162, KnightMetal Axe Head
ExtraTiC:axeHead:163, Steelleaf Axe Head
ExtraTiC:axeHead:164, Amethyst Axe Head
ExtraTiC:axeHead:165, Peridot Axe Head
ExtraTiC:axeHead:166, Ruby Axe Head
ExtraTiC:axeHead:167, Sapphire Axe Head
ExtraTiC:axeHead:171, Dark Steel Axe Head
ExtraTiC:axeHead:172, Void Metal Axe Head
ExtraTiC:axeHead:173, RedAurum Axe Head
ExtraTiC:axeHead:180, Glue Axe Head
ExtraTiC:axeHead:181, Yellorium Axe Head
ExtraTiC:axeHead:182, Cyanite Axe Head
ExtraTiC:axeHead:183, Blutonium Axe Head
ExtraTiC:axeHead:184, Ludicrite Axe Head
ExtraTiC:axeHead:185, Bedrockium Axe Head
ExtraTiC:axeHead:186, Tear Jerker Axe Head
ExtraTiC:axeHead:189, Enderium Axe Head
ExtraTiC:axeHead:126, Mithril Axe Head
ExtraTiC:axeHead:190, Signalum Axe Head
ExtraTiC:axeHead:191, Lumium Axe Head
ExtraTiC:battelSign:134, Bloodwood Battle Sign
ExtraTiC:battelSign:135, Darkwood Battle Sign
ExtraTiC:battelSign:136, Fusewood Battle Sign
ExtraTiC:battelSign:137, Ghostwood Battle Sign
ExtraTiC:battelSign:138, Nether Quartz Battle Sign
ExtraTiC:battelSign:139, Refined Glowstone Battle Sign
ExtraTiC:battelSign:140, Osmium Battle Sign
ExtraTiC:battelSign:141, Pokefennium Battle Sign
ExtraTiC:battelSign:142, Fairy Battle Sign
ExtraTiC:battelSign:143, Certus Quartz Battle Sign
ExtraTiC:battelSign:2000, Constantan Battle Sign
ExtraTiC:battelSign:145, Manasteel Battle Sign
ExtraTiC:battelSign:146, Terrasteel Battle Sign
ExtraTiC:battelSign:147, Elementium Battle Sign
ExtraTiC:battelSign:160, Fiery Battle Sign
ExtraTiC:battelSign:161, Ironwood Battle Sign
ExtraTiC:battelSign:162, KnightMetal Battle Sign
ExtraTiC:battelSign:163, Steelleaf Battle Sign
ExtraTiC:battelSign:164, Amethyst Battle Sign
ExtraTiC:battelSign:165, Peridot Battle Sign
ExtraTiC:battelSign:166, Ruby Battle Sign
ExtraTiC:battelSign:167, Sapphire Battle Sign
ExtraTiC:battelSign:171, Dark Steel Battle Sign
ExtraTiC:battelSign:172, Void Metal Battle Sign
ExtraTiC:battelSign:173, RedAurum Battle Sign
ExtraTiC:battelSign:180, Glue Battle Sign
ExtraTiC:battelSign:181, Yellorium Battle Sign
ExtraTiC:battelSign:182, Cyanite Battle Sign
ExtraTiC:battelSign:183, Blutonium Battle Sign
ExtraTiC:battelSign:184, Ludicrite Battle Sign
ExtraTiC:battelSign:185, Bedrockium Battle Sign
ExtraTiC:battelSign:186, Tear Jerker Battle Sign
ExtraTiC:battelSign:189, Enderium Battle Sign
ExtraTiC:battelSign:126, Mithril Battle Sign
ExtraTiC:battelSign:190, Signalum Battle Sign
ExtraTiC:battelSign:191, Lumium Battle Sign
ExtraTiC:binding:134, Bloodwood Binding
ExtraTiC:binding:135, Darkwood Binding
ExtraTiC:binding:136, Fusewood Binding
ExtraTiC:binding:137, Ghostwood Binding
ExtraTiC:binding:138, Nether Quartz Binding
ExtraTiC:binding:139, Refined Glowstone Binding
ExtraTiC:binding:140, Osmium Binding
ExtraTiC:binding:141, Pokefennium Binding
ExtraTiC:binding:142, Fairy Binding
ExtraTiC:binding:143, Certus Quartz Binding
ExtraTiC:binding:2000, Constantan Binding
ExtraTiC:binding:145, Manasteel Binding
ExtraTiC:binding:146, Terrasteel Binding
ExtraTiC:binding:147, Elementium Binding
ExtraTiC:binding:160, Fiery Binding
ExtraTiC:binding:161, Ironwood Binding
ExtraTiC:binding:162, KnightMetal Binding
ExtraTiC:binding:163, Steelleaf Binding
ExtraTiC:binding:164, Amethyst Binding
ExtraTiC:binding:165, Peridot Binding
ExtraTiC:binding:166, Ruby Binding
ExtraTiC:binding:167, Sapphire Binding
ExtraTiC:binding:171, Dark Steel Binding
ExtraTiC:binding:172, Void Metal Binding
ExtraTiC:binding:173, RedAurum Binding
ExtraTiC:binding:180, Glue Binding
ExtraTiC:binding:181, Yellorium Binding
ExtraTiC:binding:182, Cyanite Binding
ExtraTiC:binding:183, Blutonium Binding
ExtraTiC:binding:184, Ludicrite Binding
ExtraTiC:binding:185, Bedrockium Binding
ExtraTiC:binding:186, Tear Jerker Binding
ExtraTiC:binding:189, Enderium Binding
ExtraTiC:binding:126, Mithril Binding
ExtraTiC:binding:190, Signalum Binding
ExtraTiC:binding:191, Lumium Binding
ExtraTiC:chiselHead:134, Bloodwood Chisel Head
ExtraTiC:chiselHead:135, Darkwood Chisel Head
ExtraTiC:chiselHead:136, Fusewood Chisel Head
ExtraTiC:chiselHead:137, Ghostwood Chisel Head
ExtraTiC:chiselHead:138, Nether Quartz Chisel Head
ExtraTiC:chiselHead:139, Refined Glowstone Chisel Head
ExtraTiC:chiselHead:140, Osmium Chisel Head
ExtraTiC:chiselHead:141, Pokefennium Chisel Head
ExtraTiC:chiselHead:142, Fairy Chisel Head
ExtraTiC:chiselHead:143, Certus Quartz Chisel Head
ExtraTiC:chiselHead:2000, Constantan Chisel Head
ExtraTiC:chiselHead:145, Manasteel Chisel Head
ExtraTiC:chiselHead:146, Terrasteel Chisel Head
ExtraTiC:chiselHead:147, Elementium Chisel Head
ExtraTiC:chiselHead:160, Fiery Chisel Head
ExtraTiC:chiselHead:161, Ironwood Chisel Head
ExtraTiC:chiselHead:162, KnightMetal Chisel Head
ExtraTiC:chiselHead:163, Steelleaf Chisel Head
ExtraTiC:chiselHead:164, Amethyst Chisel Head
ExtraTiC:chiselHead:165, Peridot Chisel Head
ExtraTiC:chiselHead:166, Ruby Chisel Head
ExtraTiC:chiselHead:167, Sapphire Chisel Head
ExtraTiC:chiselHead:171, Dark Steel Chisel Head
ExtraTiC:chiselHead:172, Void Metal Chisel Head
ExtraTiC:chiselHead:173, RedAurum Chisel Head
ExtraTiC:chiselHead:180, Glue Chisel Head
ExtraTiC:chiselHead:181, Yellorium Chisel Head
ExtraTiC:chiselHead:182, Cyanite Chisel Head
ExtraTiC:chiselHead:183, Blutonium Chisel Head
ExtraTiC:chiselHead:184, Ludicrite Chisel Head
ExtraTiC:chiselHead:185, Bedrockium Chisel Head
ExtraTiC:chiselHead:186, Tear Jerker Chisel Head
ExtraTiC:chiselHead:189, Enderium Chisel Head
ExtraTiC:chiselHead:126, Mithril Chisel Head
ExtraTiC:chiselHead:190, Signalum Chisel Head
ExtraTiC:chiselHead:191, Lumium Chisel Head
ExtraTiC:chunk:134, Bloodwood Chunk
ExtraTiC:chunk:135, Darkwood Chunk
ExtraTiC:chunk:136, Fusewood Chunk
ExtraTiC:chunk:137, Ghostwood Chunk
ExtraTiC:chunk:138, Nether Quartz Chunk
ExtraTiC:chunk:139, Refined Glowstone Chunk
ExtraTiC:chunk:140, Osmium Chunk
ExtraTiC:chunk:141, Pokefennium Chunk
ExtraTiC:chunk:142, Fairy Chunk
ExtraTiC:chunk:143, Certus Quartz Chunk
ExtraTiC:chunk:2000, Constantan Chunk
ExtraTiC:chunk:145, Manasteel Chunk
ExtraTiC:chunk:146, Terrasteel Chunk
ExtraTiC:chunk:147, Elementium Chunk
ExtraTiC:chunk:160, Fiery Chunk
ExtraTiC:chunk:161, Ironwood Chunk
ExtraTiC:chunk:162, KnightMetal Chunk
ExtraTiC:chunk:163, Steelleaf Chunk
ExtraTiC:chunk:164, Amethyst Chunk
ExtraTiC:chunk:165, Peridot Chunk
ExtraTiC:chunk:166, Ruby Chunk
ExtraTiC:chunk:167, Sapphire Chunk
ExtraTiC:chunk:171, Dark Steel Chunk
ExtraTiC:chunk:172, Void Metal Chunk
ExtraTiC:chunk:173, RedAurum Chunk
ExtraTiC:chunk:180, Glue Chunk
ExtraTiC:chunk:181, Yellorium Chunk
ExtraTiC:chunk:182, Cyanite Chunk
ExtraTiC:chunk:183, Blutonium Chunk
ExtraTiC:chunk:184, Ludicrite Chunk
ExtraTiC:chunk:185, Bedrockium Chunk
ExtraTiC:chunk:186, Tear Jerker Chunk
ExtraTiC:chunk:189, Enderium Chunk
ExtraTiC:chunk:126, Mithril Chunk
ExtraTiC:chunk:190, Signalum Chunk
ExtraTiC:chunk:191, Lumium Chunk
ExtraTiC:crossbar:134, Bloodwood Crossbar
ExtraTiC:crossbar:135, Darkwood Crossbar
ExtraTiC:crossbar:136, Fusewood Crossbar
ExtraTiC:crossbar:137, Ghostwood Crossbar
ExtraTiC:crossbar:138, Nether Quartz Crossbar
ExtraTiC:crossbar:139, Refined Glowstone Crossbar
ExtraTiC:crossbar:140, Osmium Crossbar
ExtraTiC:crossbar:141, Pokefennium Crossbar
ExtraTiC:crossbar:142, Fairy Crossbar
ExtraTiC:crossbar:143, Certus Quartz Crossbar
ExtraTiC:crossbar:2000, Constantan Crossbar
ExtraTiC:crossbar:145, Manasteel Crossbar
ExtraTiC:crossbar:146, Terrasteel Crossbar
ExtraTiC:crossbar:147, Elementium Crossbar
ExtraTiC:crossbar:160, Fiery Crossbar
ExtraTiC:crossbar:161, Ironwood Crossbar
ExtraTiC:crossbar:162, KnightMetal Crossbar
ExtraTiC:crossbar:163, Steelleaf Crossbar
ExtraTiC:crossbar:164, Amethyst Crossbar
ExtraTiC:crossbar:165, Peridot Crossbar
ExtraTiC:crossbar:166, Ruby Crossbar
ExtraTiC:crossbar:167, Sapphire Crossbar
ExtraTiC:crossbar:171, Dark Steel Crossbar
ExtraTiC:crossbar:172, Void Metal Crossbar
ExtraTiC:crossbar:173, RedAurum Crossbar
ExtraTiC:crossbar:180, Glue Crossbar
ExtraTiC:crossbar:181, Yellorium Crossbar
ExtraTiC:crossbar:182, Cyanite Crossbar
ExtraTiC:crossbar:183, Blutonium Crossbar
ExtraTiC:crossbar:184, Ludicrite Crossbar
ExtraTiC:crossbar:185, Bedrockium Crossbar
ExtraTiC:crossbar:186, Tear Jerker Crossbar
ExtraTiC:crossbar:189, Enderium Crossbar
ExtraTiC:crossbar:126, Mithril Crossbar
ExtraTiC:crossbar:190, Signalum Crossbar
ExtraTiC:crossbar:191, Lumium Crossbar
ExtraTiC:excavatorHead:134, Bloodwood Excavator Head
ExtraTiC:excavatorHead:135, Darkwood Excavator Head
ExtraTiC:excavatorHead:136, Fusewood Excavator Head
ExtraTiC:excavatorHead:137, Ghostwood Excavator Head
ExtraTiC:excavatorHead:138, Nether Quartz Excavator Head
ExtraTiC:excavatorHead:139, Refined Glowstone Excavator Head
ExtraTiC:excavatorHead:140, Osmium Excavator Head
ExtraTiC:excavatorHead:141, Pokefennium Excavator Head
ExtraTiC:excavatorHead:142, Fairy Excavator Head
ExtraTiC:excavatorHead:143, Certus Quartz Excavator Head
ExtraTiC:excavatorHead:2000, Constantan Excavator Head
ExtraTiC:excavatorHead:145, Manasteel Excavator Head
ExtraTiC:excavatorHead:146, Terrasteel Excavator Head
ExtraTiC:excavatorHead:147, Elementium Excavator Head
ExtraTiC:excavatorHead:160, Fiery Excavator Head
ExtraTiC:excavatorHead:161, Ironwood Excavator Head
ExtraTiC:excavatorHead:162, KnightMetal Excavator Head
ExtraTiC:excavatorHead:163, Steelleaf Excavator Head
ExtraTiC:excavatorHead:164, Amethyst Excavator Head
ExtraTiC:excavatorHead:165, Peridot Excavator Head
ExtraTiC:excavatorHead:166, Ruby Excavator Head
ExtraTiC:excavatorHead:167, Sapphire Excavator Head
ExtraTiC:excavatorHead:171, Dark Steel Excavator Head
ExtraTiC:excavatorHead:172, Void Metal Excavator Head
ExtraTiC:excavatorHead:173, RedAurum Excavator Head
ExtraTiC:excavatorHead:180, Glue Excavator Head
ExtraTiC:excavatorHead:181, Yellorium Excavator Head
ExtraTiC:excavatorHead:182, Cyanite Excavator Head
ExtraTiC:excavatorHead:183, Blutonium Excavator Head
ExtraTiC:excavatorHead:184, Ludicrite Excavator Head
ExtraTiC:excavatorHead:185, Bedrockium Excavator Head
ExtraTiC:excavatorHead:186, Tear Jerker Excavator Head
ExtraTiC:excavatorHead:189, Enderium Excavator Head
ExtraTiC:excavatorHead:126, Mithril Excavator Head
ExtraTiC:excavatorHead:190, Signalum Excavator Head
ExtraTiC:excavatorHead:191, Lumium Excavator Head
ExtraTiC:frypanHead:134, Bloodwood Pan Head
ExtraTiC:frypanHead:135, Darkwood Pan Head
ExtraTiC:frypanHead:136, Fusewood Pan Head
ExtraTiC:frypanHead:137, Ghostwood Pan Head
ExtraTiC:frypanHead:138, Nether Quartz Pan Head
ExtraTiC:frypanHead:139, Refined Glowstone Pan Head
ExtraTiC:frypanHead:140, Osmium Pan Head
ExtraTiC:frypanHead:141, Pokefennium Pan Head
ExtraTiC:frypanHead:142, Fairy Pan Head
ExtraTiC:frypanHead:143, Certus Quartz Pan Head
ExtraTiC:frypanHead:2000, Constantan Pan Head
ExtraTiC:frypanHead:145, Manasteel Pan Head
ExtraTiC:frypanHead:146, Terrasteel Pan Head
ExtraTiC:frypanHead:147, Elementium Pan Head
ExtraTiC:frypanHead:160, Fiery Pan Head
ExtraTiC:frypanHead:161, Ironwood Pan Head
ExtraTiC:frypanHead:162, KnightMetal Pan Head
ExtraTiC:frypanHead:163, Steelleaf Pan Head
ExtraTiC:frypanHead:164, Amethyst Pan Head
ExtraTiC:frypanHead:165, Peridot Pan Head
ExtraTiC:frypanHead:166, Ruby Pan Head
ExtraTiC:frypanHead:167, Sapphire Pan Head
ExtraTiC:frypanHead:171, Dark Steel Pan Head
ExtraTiC:frypanHead:172, Void Metal Pan Head
ExtraTiC:frypanHead:173, RedAurum Pan Head
ExtraTiC:frypanHead:180, Glue Pan Head
ExtraTiC:frypanHead:181, Yellorium Pan Head
ExtraTiC:frypanHead:182, Cyanite Pan Head
ExtraTiC:frypanHead:183, Blutonium Pan Head
ExtraTiC:frypanHead:184, Ludicrite Pan Head
ExtraTiC:frypanHead:185, Bedrockium Pan Head
ExtraTiC:frypanHead:186, Tear Jerker Pan Head
ExtraTiC:frypanHead:189, Enderium Pan Head
ExtraTiC:frypanHead:126, Mithril Pan Head
